Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
scRNAbox,R/JavaScript/Shell,10.1101/2023.11.13.566851,NA,1,https://github.com/neurobioinfo/scrnabox,"ScRNAbox is a single-cell RNA sequencing (scRNAseq) pipeline specifically designed for analyzing data under a High-Performance Computing (HPC) systems using the Slurm Workload Manager",MIT,"Alignment, Clustering, Differential Expression, Gene Sets, Integration, Marker Genes, Quality Control, Quantification, Visualisation"
SCSC,R/C++,10.5705/ss.202020.0337,2023,1,https://github.com/WgitU/SCSC,"This R package aims at the implementation of a nonparametric Bayesian model named SCSC for simultaneous subject subgroup discovery and cell type detection based on the scRNA-seq data from multiple subjects",GPL-2.0-or-later,Clustering
scSHARP,Python/R,"10.1093/bioinformatics/btad360, 10.1101/2022.11.23.517739","2023-06-01, NA",1,https://github.com/mperozek11/scSHARP_tool,"Consensus Label Propagation with Graph Convolutional Networks for Single-Cell RNA Sequencing Cell Type Annotation",MIT,Classification
scSNPdemux,Shell/R,10.1186/s12859-023-05440-8,2023-08-31,1,https://github.com/wkljohn/scSNPdemux,"Bioinformatically demultiplex samples from single cell sequencing using SNP information and genotype information",GPL-3.0,Variants
scSO,MATLAB/Python/C++/Fortran,10.1093/g3journal/jkab098,2021-03-31,1,https://github.com/QuKunLab/scSO,"scSO is a new algorithm for scRNA-seq data clustering based on Sparse Optimization and low-rank matrix factorization",BSD-2-Clause,"Clustering, Dimensionality Reduction, Interactive"
scTenifoldKnk,R/Python/MATLAB,"10.1101/2021.03.22.436484, 10.2139/ssrn.3872938","NA, 2021",1,https://github.com/cailab-tamu/scTenifoldKnk,"Perform virtual knockout experiments on single-cell gene regulatory networks",GPL-2.0-or-later,"Gene Networks, Perturbations, Simulation"
scywalker,Shell,10.1101/2024.02.22.581508,NA,1,https://github.com/derijkp/scywalker,"A program for the analysis of single cell Oxford nanopore long read data",'-,"Alignment, Alternative Splicing, Classification, Dimensionality Reduction, Quantification, UMIs, Visualisation"
SelfE,R,10.1109/TCBB.2020.2997326,2020,1,https://github.com/Priyadarshini-Rai/SelfE,"SelfE is a feature selection technique offering transparency for the user. It is based on L2-minimization to determine an optimal subset of feature vectors enabling sub-space structures preservation as in the observed data.",Artistic-2.0,"Variable Genes"
SEQUIN,R,"10.1101/2022.02.23.481646, 10.2139/ssrn.4193117","NA, 2022",1,https://github.com/ncats/public_sequin,"SEQUIN is an R/Shiny application for analysis and visualization of bulk and single-cell RNA-seq data",GPL-3.0,"Clustering, Gene Sets, Interactive, Quality Control, Visualisation"
ShareNet,Python,10.1093/bioinformatics/btab269,2021-07-12,1,https://github.com/alexw16/sharenet,"ShareNet is a Bayesian framework for boosting the accuracy of cell type-specific gene regulatory associations that can be used with a wide range of general network inference algorithms",MIT,"Gene Networks, Rare Cells"
signifinder,R,10.1101/2023.03.07.530940,NA,1,https://github.com/CaluraLab/signifinder,"signifinder is an R package that collects and implements 46 expression-based signatures from cancer literature",AGPL-3.0,"Cell Cycle, Gene Sets, Immune, Visualisation"
SinCMat,R,10.1016/j.stemcr.2023.12.006,2024-01,1,https://git-r3lab.uni.lu/CBG/sincmat,"SinCMat is a single-cell computational based method for predicting maturation transcription factors",GPL-3.0,"Gene Networks"
SPEEDI,R,10.1101/2023.11.01.564815,NA,1,https://github.com/FunctionLab/SPEEDI,"Single-cell Pipeline for End to End Data Integration (SPEEDI) is a fully automated, end-to-end pipeline that facilitates single cell data analysis and improves robustness and reproducibility",'-,"Classification, Clustering, Differential Expression, Dimensionality Reduction, Integration, Interactive, Quality Control, Visualisation"
splattdr,R,10.1101/2021.09.08.459475,NA,1,https://github.com/zacharewskilab/splattdr,"The splattdr package is a wrapper for Splatter allowing the simulation of dose-response single-cell RNA sequencing data",'-,Simulation
SR2,R/C/C++,10.1101/2023.07.31.551228,NA,1,https://github.com/kai0511/SR2,"SR2 decomposes variation from multiple biological conditions and cellular variation across bio-samples into shared low-rank latent spaces",GPL-2.0-or-later,"Clustering, Dimensionality Reduction"
starmapVis,JavaScript,10.1016/j.csbj.2023.02.023,2023,1,https://github.com/holab-hku/starmapVis,"StarmapVis enables interactive web-based visualisation for various single cell or spatial omic data",MIT,"Interactive, Visualisation"
Stereo3D,R,10.1093/bioinformatics/btaa521,2020-05-16,1,https://github.com/bioinfoDZ/Stereo3D,"Software that can convert a regular 3D scatterplot or network figure to a stereo image",MIT,Visualisation
STREAK,R,"10.1101/2022.11.10.516050, 10.1371/journal.pcbi.1011413","NA, 2023-08-21",1,https://CRAN.R-project.org/package=STREAK,"Performs receptor abundance estimation for single cell RNA-sequencing data using a supervised feature selection mechanism and a thresholded gene set scoring procedure",GPL-2.0-or-later,Immune
TOMAS,Python,10.21203/rs.3.rs-2211167/v1,NA,1,https://github.com/QiuyuLian/TOMAS,"TOMAS is a Python package for TOtal-MRNA-Aware Single-cell RNA-seq data analysis that provides a computational control of total mRNA contents in droplet-based single cell RNA-seq data",BSD-3-Clause,"Differential Expression, Visualisation"
TopOMetry,Python,10.1101/2022.03.14.484134,NA,1,https://github.com/davisidarta/topometry,"A global framework for dimensionality reduction: learning topologic metrics, orthogonal bases and graph layouts",MIT,"Dimensionality Reduction, Visualisation"
TreeCorTreat,R,10.1101/2021.10.27.466024,NA,1,https://github.com/byzhang23/TreeCorTreat,"TreeCorTreat is an open source R package that uses a tree-based correlation screen to analyze and visualize the association between phenotype and transcriptomic features and cell types at multiple cell type resolution levels",GPL-3.0,Visualisation
visnormsc,Python,10.1007/s12539-017-0277-9,2017-12-26,1,https://github.com/solo7773/visnormsc,"visnormsc is a Graphical User Interface (GUI) for normalization of single-cell RNA sequencing (RNA-seq) data.",GPL-3.0,"Interactive, Normalisation, Visualisation"
Vulture,Nextflow/Python/Perl/R/Shell,"10.1093/gigascience/giad117, 10.1101/2023.02.13.528411","2024, NA",1,https://github.com/holab-hku/Vulture,"Vulture is a scalable cloud-based pipeline that performs microbial calling for single-cell RNA sequencing data, enabling the meta-analysis of the single-cell host-microbial studies from the AWS Open Data and other public domain",MIT,"Alignment, Quality Control, Quantification"
XClone,Python,10.1101/2023.04.03.535352,NA,1,https://github.com/single-cell-genetics/XClone,"Inference of Clonal Copy Number Variation in Single Cells",Apache-2.0,"Variants, Visualisation"
ZetaSuite,JavaScript/Shell/R/Perl,"10.1101/2021.08.29.458095, 10.1186/s13059-022-02729-4","NA, 2022-07-25",1,https://github.com/YajingHao/ZetaSuite,"A Computational Method for Analyzing High-dimensional High-throughput Data",'-,"Imputation, Normalisation, Perturbations, Quality Control, Visualisation"
aLDG,R,arxiv/2203.01990,NA,0,https://github.com/JINJINT/aLDG,"aLDG is an R package for the computing bivariate dependence measure, including dozens of canonical methods and state-of art methods",GPL-3.0,"Gene Networks"
ANS,Python/R,10.1101/2023.09.20.558114,NA,0,https://github.com/lciernik/ANS_signature_scoring,"ANS: Adjusted Neighborhood Scoring to improve assessment of gene signatures in single-cell RNA-seq data",MIT,"Gene Sets"
ATAXIC,R,10.1155/2022/4106736,2022-08-31,0,https://github.com/XS-Wang-Lab/ATAXIC,"An algorithm to quantify transcriptomic perturbation heterogeneity in single cancer cells.",'-,Perturbations
bartools,R,10.1101/2023.11.21.568179,NA,0,https://github.com/DaneVass/bartools,"Tools for the analysis of cellular barcoding datasets",MIT,"Normalisation, Quality Control, UMIs, Visualisation"
BasisVAE,Python,arxiv/2003.03462,NA,0,https://github.com/kasparmartens/BasisVAE,"BasisVAE: Translation-invariant feature-level clustering with Variational Autoencoders",MIT,Clustering
BiGCN,Python,10.1101/2024.04.05.588342,NA,0,https://github.com/inoue0426/scBiGCN,"scBiGCN is a method that utilizes two GCNs to reconstruct gene expression matrices based on the similarity matrices of cells and genes",MIT,Imputation
CAbiNet,R/C++/Python,10.1101/2022.12.20.521232,NA,0,https://github.com/VingronLab/CAbiNet,"Correspondence Analysis based Biclustering on Networks",GPL-3.0-or-later,"Clustering, Dimensionality Reduction, Visualisation"
CACIMAR,R,10.1101/2024.01.23.576964,NA,0,https://github.com/jiang-junyao/CACIMAR,"CACIMAR: cross-species analysis of cell identities, markers and regulations using single-cell sequencing profiles",MIT,"Gene Networks, Integration, Marker Genes, Visualisation"
callback,R,10.1101/2024.03.08.584180,NA,0,https://github.com/lcrawlab/callback,"callback (Calibrated Clustering via Knockoffs): a new method for protecting against over-clustering by controlling for the impact of double-dipping",MIT,Clustering
CASCC,R,10.1093/bioinformatics/btae283,2024-04-25,0,https://github.com/LingyiC/CASCC,"A co-expression assisted single-cell RNA-seq data clustering method",MIT,"Clustering, Gene Filtering, Variable Genes, Visualisation"
CASi,R,10.1101/2023.08.16.553543,NA,0,https://github.com/yizhuo-wang/CASi,"CASi is a comprehensive R package for analyzing multi-timepoint scRNA-seq data",GPL-3.0,"Classification, Expression Patterns"
ccAFv2,R/Python,10.1101/2024.04.16.589816,NA,0,https://github.com/plaisier-lab/ccafv2,"Single cell RNA-seq cell cycle classifier",GPL-3.0,"Cell Cycle, Visualisation"
CDR-g,Python,10.1101/2023.03.12.532317,NA,0,https://github.com/wlchin/pycdr,"Spectral detection of condition-specific biological pathways in single-cell gene expression data",MIT,"Dimensionality Reduction, Gene Sets, Quality Control"
CDSKNN,R,10.1186/s12967-024-05009-w,2024-03-03,0,https://github.com/renjun0324/CDSKNN,"Large-scale single-cell clustering algorithm based on K-means and optimal KNN graph structure",GPL-3.0,Clustering
CellCap,Python,10.1101/2024.03.14.585078,NA,0,https://github.com/broadinstitute/CellCap,"CellCap is a generative model of scRNA-seq perturbation data which emphasizes interpretability",BSD-3-Clause,"Dimensionality Reduction, Perturbations"
CellContrast,Python,10.1101/2023.10.12.562026,NA,0,https://github.com/HKU-BAL/CellContrast,"CellContrast reconstructs the spatial relationships for single-cell RNA sequencing (SC) data",MIT,"Dimensionality Reduction, Integration"
CellDemux,Python/R/Snakemake,10.1101/2024.01.18.576186,NA,0,https://github.com/CiiM-Bioinformatics-group/CellDemux,"A Snakemake workflow that enables genetic demultiplexing of single-cell, single-nuclei, CITEseq and paired Multiome (RNA+ATAC) data",MIT,"Alignment, Quality Control, Quantification"
cellenium,TypeScript/Python,10.1093/bioinformatics/btad349,2023-06-01,0,https://github.com/Bayer-Group/cellenium,"Cellenium is a FAIR and scalable interactive visual analytics app for scRNA-Seq data",MIT,"Interactive, Visualisation"
CellGEP,R,10.1101/2023.02.05.526424,NA,0,https://github.com/MaShisongLab/CellGEP,"CellGEP (Cell labeling via Gene Expression Programs) is an algorithm for transferring cell-type label across single-cell datasets",BSD-3-Clause,Classification
CellLayers,Python,"10.1093/bioadv/vbac051, 10.1101/2020.11.29.400614","2022-01-01, NA",0,https://github.com/apblair/CellLayers,"Cell Layers is an interactive Sankey tool for the quantitative investigation of gene expression, coexpression, biological processes, and cluster integrity across clustering resolutions",MIT,"Gene Sets, Visualisation"
CellST,R,10.1016/j.ailsci.2023.100068,2023-03,0,https://github.com/zhanzmr/CellST,"An innovative machine-learning framework called Cell Smoothing Transformation (CellST) to elucidate the dynamic cell fate paths and construct gene networks in cell differentiation processes",'-,"Ordering, Visualisation"
cellstruct,R,10.1101/2023.11.13.566337,NA,0,https://github.com/the-ouyang-lab/cellstruct,"cellstruct provides three distinct metric scores to quantify the preservation of biological information between any two embeddings",GPL-3.0,"Dimensionality Reduction, Visualisation"
CHAI,R,10.1101/2024.03.19.585758,NA,0,https://github.com/lodimk2/chai,"CHAI (consensus Clustering tHrough similArIty matrix integratIon for single cell type identification) is a consensus clustering framework that offers two methods for consensus clustering: Average Similarity (AvgSim) and Similarity Network Fusion (SNF)",MIT,Clustering
Chloris,R,10.1101/2023.10.22.563455,NA,0,https://github.com/pqiao29/Chloris,"A Bayesian model to utilize single-cell RNA sequencing (scRNA-seq) data for automatic analysis of intra-tumoral clonal structure with respect to CNAs",MIT,"Simulation, Variants, Visualisation"
CIMLA,Python,arxiv/2304.12523,NA,0,https://github.com/PayamDiba/CIMLA,"CIMLA is a counterfactual inference method for identifying differential causal associations between two groups from observational data",MIT,"Gene Networks"
ClusterFoldSimilarity,R,10.1101/2022.03.14.483731,NA,0,https://github.com/OscarGVelasco/ClusterFoldSimilarity,"Calculate cluster similarity between clusters from different single cell datasets/batches/samples",MIT,"Integration, Visualisation"
clusterpval,R,arxiv/2012.02936,NA,0,https://github.com/lucylgao/clusterpval,"clusterpval is an R package that tests the null hypothesis of no difference in means between two estimated clusters in a data set",MIT,"Marker Genes"
community,R,10.1101/2024.03.01.582941,NA,0,https://github.com/SoloveyMaria/community,"community is an R package designed to explore the differences in communication between various case and control samples using single-cell RNA sequencing (scRNAseq)",MIT,"Gene Networks, Visualisation"
Compound-SNE,Python,10.1101/2024.02.29.582536,NA,0,https://github.com/HaghverdiLab/Compound-SNE,"Compound-SNE is able to align cell-types in embedding space across samples and data modalities",'-,"Dimensionality Reduction"
